541578	91966	4.27671443205111
6279	6280	4.27314135457072
6279	6283	4.26687975109543
8653	9086	4.26536351486723
6133	6194	4.25822949885243
6205	6217	4.25450976463194
6280	6283	4.25266055206963
6133	6208	4.25025435943103
6192	8653	4.24958825424244
6194	6208	4.246498733611
25873	6203	4.24613375252213
6208	6217	4.23954970948558
8284	8653	4.23730478124808
6194	6217	4.2370845614828
6141	6223	4.23407210414354
6205	6208	4.2340537394328
6171	6222	4.2325970179484
6209	6223	4.23106858511305
7412	9332	4.22422057488159
4102	4105	4.22223671919847
1915	7178	4.21809478722748
6208	6222	4.21748532391647
11224	6136	4.21735619911562
6161	6234	4.21734687019971
6141	6152	4.2155683801927
6217	6230	4.21355244180147
6209	6234	4.21285801241013
6176	7178	4.20678336014877
738	8665	4.20645042888013
6209	7311	4.20579515706024
6194	6233	4.20122570013533
6138	6159	4.1989981168997
6217	6228	4.19856093312862
6161	6217	4.19800275558186
6194	6228	4.19755777434163
6167	6194	4.1972962187391
6142	6223	4.19713806492727
6141	6142	4.19601441990926
6209	6217	4.19543380933856
11224	6209	4.19490240568743
6192	8284	4.19363620773184
6161	6170	4.19230376532753
6208	6234	4.19227366180347
6129	6133	4.1917498415517
6192	9086	4.18962540007048
7404	8653	4.18844696877497
6122	6194	4.1874884970854
6133	6205	4.18742419354605
11224	6223	4.18631635248402
6141	6159	4.18604257310634
5196	5473	4.18589559584136
6141	6209	4.1849574820377
6133	6232	4.18458947114159
8284	9086	4.18446642760985
6136	6209	4.18335825760302
6194	6230	4.18322702341834
4736	6146	4.18133458554576
6159	6223	4.18075118471472
6142	6159	4.17999617527255
6133	6171	4.17948394097752
25873	6141	4.17828033073077
6205	6234	4.17761927927363
3017	8345	4.17590023624731
6171	6232	4.17588966097893
6142	6203	4.1758404042958
1915	6133	4.17514065479518
6136	6160	4.17501526504117
6142	9045	4.17223518799005
6159	9045	4.16909345262368
6138	6165	4.16816034261617
6161	6205	4.1680813119465
6167	6208	4.16773744453714
1915	6171	4.16572395733847
6160	6201	4.16517409598544
6136	6223	4.16510427925183
6152	9045	4.16332977894217
11224	6194	4.16317655473576
6141	6203	4.16251859542016
6141	9045	4.16174076321573
25873	6152	4.16131966708631
6158	6223	4.16045973220784
6133	6222	4.15966560696121
8287	8653	4.15919951946155
6129	6194	4.15789966290085
6217	6223	4.15768944427727
6217	6234	4.15543546240095
6129	6156	4.15495900968827
6159	6165	4.15396572590662
25873	6159	4.15253405604618
6152	6159	4.1522386673709
1915	6232	4.15179672898315
6142	6158	4.15041163808246
6133	6217	4.15023811758981
6152	6223	4.15022548949439
6205	6222	4.14928726364076
6160	6223	4.14886331891756
6171	6208	4.14780996246058
7544	8653	4.14775171659677
6223	7311	4.14711706550814
6133	6233	4.141693228328
6171	7178	4.14109772683003
6152	6203	4.14108373675233
6152	6165	4.1408816629613
