2944	2946	2.83317027746388
1645	1646	2.83313124844504
1278	1281	2.82524576814882
541578	91966	2.82464414529655
1289	1290	2.82331277561293
4983	79966	2.81196907843062
4983	55567	2.81148026147807
1548	1549	2.81104651098544
10647	4250	2.8092674791785
4501	4502	2.80742726911488
2167	5346	2.80612277505119
1291	1292	2.80147621452755
1277	1281	2.79921883087735
1843	2353	2.79766472952974
4983	8434	2.79453167107211
914	915	2.79128712394506
2200	25878	2.79068013566438
2200	7058	2.78930884160856
1277	1278	2.78824869190284
3106	3107	2.78788130147465
1289	131578	2.78711844551832
1290	1462	2.78704740714508
2167	9370	2.78671535835146
10398	6876	2.78671291024237
1290	6678	2.78379816373636
1281	1290	2.78171564971435
1290	2200	2.78069402962007
131578	7058	2.78021995188822
55567	79966	2.77987994792565
1289	2200	2.77868517003457
3106	3135	2.77829767519174
1281	1293	2.77731327666851
1289	7058	2.77576713032227
5346	9370	2.77516185944788
4496	4502	2.77489148616946
1289	1291	2.77255999874674
170960	90338	2.77181437535267
1281	6678	2.76997448665716
3627	6373	2.76740449385819
712	713	2.76620013487724
55567	79867	2.76286149789816
4496	4501	2.76182475858145
1462	2200	2.76140754156964
125	2167	2.761110545927
6279	6280	2.76042070891211
4313	5654	2.76032247905931
1289	1462	2.75880149982141
1290	7058	2.75797245508381
1289	6678	2.75796256911609
1278	1293	2.75730414670536
3932	915	2.75703451317413
1634	5157	2.75549510050868
125	5346	2.75521464763771
710	716	2.75423933803529
55142	90338	2.75396414483906
10418	2200	2.75266633708583
6352	915	2.75236608866433
1043	915	2.75232954915857
3134	3135	2.75200152531437
1462	7058	2.75173747300985
51203	9055	2.75011847551999
11065	6790	2.74996098985561
11065	22974	2.74896285823152
1290	1291	2.74826960497539
2200	6678	2.74804996917057
4599	9636	2.74750623494808
1289	25878	2.74696741140419
1462	25878	2.74669711867695
11130	983	2.74607623271299
1277	1290	2.74542530237208
1278	1290	2.7447394563639
1513	4313	2.74233669557298
1009	1290	2.7413233050394
1290	131578	2.74075130586011
1290	25878	2.74071194692153
25878	7058	2.73946744955157
10631	1281	2.73533731675677
1290	4313	2.73405930238518
125	9370	2.73400135481303
3106	3134	2.73373978158949
1809	7058	2.73343978411885
55567	8434	2.73329777465301
6799	6817	2.73313457111636
1291	1293	2.73230575645899
914	962	2.73125179232026
2167	50486	2.72950893166747
1634	83468	2.7293801229131
1277	6678	2.72916619219619
2200	4313	2.72860348052359
5143	90338	2.72850140006788
131578	2200	2.72829574396067
2819	63924	2.72828296078162
5950	9370	2.72779353381893
51203	9768	2.72731208575366
6925	6935	2.725629129206
1293	4313	2.72561866657748
9055	9133	2.72515596676991
4494	4501	2.72401487915703
1290	2191	2.72313665780321
1009	2200	2.72301514407344
3932	914	2.72265732124499
6352	914	2.72241878343952
3852	3861	2.7223672496945
4313	83716	2.72233493643227
1009	1462	2.72229218744195
1809	2200	2.72133016307964
25878	5118	2.72066489281641
1281	4060	2.72064797250648
170960	55142	2.72046506344146
1462	6678	2.71969523718608
79966	8434	2.71958631627367
1278	6678	2.7180647840152
1277	1289	2.71797755688269
22974	991	2.71716212240944
219654	7373	2.71701477788713
1289	22795	2.71661550173554
4023	9370	2.71516691688018
2200	30008	2.71489178111983
4983	79867	2.71336274629596
22974	9133	2.71000224462105
50486	5346	2.70987072963824
1289	1292	2.70845358018743
165	7058	2.70782212682855
1290	1293	2.70709383100266
1291	25878	2.70676378240127
6925	8522	2.7054844619976
5346	5950	2.70547916037881
22974	9232	2.70416266084181
285231	55142	2.70261372745674
170960	5143	2.70154661917577
51203	7153	2.70122363303536
2353	7538	2.70110946318678
219654	8522	2.69920565044294
4023	5950	2.69708254708241
10418	83468	2.6969291741199
50486	9370	2.69670511296653
1292	4313	2.69546870668338
1291	4313	2.69511811846926
10631	1290	2.69482951895087
6241	983	2.6939254952551
3479	7373	2.69125375202113
2167	5950	2.69023937036469
1300	3624	2.68892145208338
22974	6241	2.68801656239052
25878	4313	2.68798082278103
857	858	2.68772785115458
962	9938	2.686734181193
51203	55165	2.68663186083252
1063	259266	2.68657460664301
9055	991	2.68602911736815
1290	22795	2.68493651968422
1289	5118	2.68466129162264
1291	6678	2.68309700823606
11065	9133	2.68225278228905
4023	63924	2.68197993303945
50486	5950	2.68100164497916
1063	4751	2.68069128155321
10234	5654	2.67914571880432
4085	890	2.67866582696438
1236	4050	2.67857503071405
285231	5143	2.67713110837706
6241	9133	2.67701223223041
2200	5654	2.6760848833342
22974	4288	2.67548693444111
6241	9768	2.67517349043453
1843	7538	2.67509624113532
1300	131578	2.67431730518261
3908	7373	2.67430011261279
51203	991	2.67391517952111
10418	1290	2.67340686250761
3587	9938	2.6727926875277
1634	4060	2.67170016135362
1289	2191	2.67134625010286
81856	90338	2.67102399058667
5654	6678	2.67063330638403
2353	2354	2.67028242252332
25878	6678	2.66931303464295
1281	1289	2.66822353566297
3429	9636	2.66804160682895
1462	2191	2.6666995486177
8345	85236	2.66562190352731
131578	25878	2.66473846505233
2200	83716	2.66430376931492
4313	5118	2.66272718186551
1634	4313	2.66176456723041
2200	5118	2.66130819567065
11004	22974	2.66109778274851
57551	90338	2.65965597732114
9055	9768	2.65950692650904
55165	991	2.659300432972
131578	1809	2.65905261780974
11065	332	2.65890759962423
1462	4060	2.65885354720496
10631	1278	2.65740426589362
1513	5654	2.65726534185472
915	962	2.65596273649713
1236	914	2.65594501767392
125	91851	2.65551178717719
7373	8404	2.65544159910306
22974	55165	2.65492183545212
22974	891	2.65478474431674
1291	5118	2.6545939999423
9133	9768	2.65420827524038
1290	1292	2.65338381808447
1289	633	2.65271051422491
55215	9055	2.65265555645271
4496	645745	2.65216037023168
1281	1462	2.65196011082487
285231	90338	2.65119283518034
951	962	2.65097785596199
5118	6678	2.65073571874338
3003	914	2.64989792721216
219654	23090	2.64884290421536
79939	90338	2.64876620720451
9787	991	2.64801788186466
2207	7805	2.64705256846475
10561	10964	2.64644503964239
1292	1293	2.64601342441294
1289	165	2.64503885342084
1290	5654	2.64450931199859
3937	963	2.64394320229897
3105	3107	2.64381005920415
10418	6678	2.64354497613404
1289	4313	2.64289369874255
10631	1289	2.64286132922488
891	983	2.64281481417341
3587	962	2.64252281470538
219654	6935	2.64046256799594
1278	1289	2.6398877344317
3832	4085	2.63973792435571
5698	6772	2.63952711597908
4494	4496	2.63921585670863
30008	4313	2.6391112294213
170960	5228	2.63871234747795
3108	3109	2.63795962051542
1842	4958	2.63728724744711
10418	7058	2.63647194679039
51203	701	2.63468320038359
1513	5118	2.63464487726428
3394	962	2.6345935965695
1513	2200	2.63336065417027
29127	51203	2.63301180965297
1290	4060	2.63272130844395
219654	8404	2.63266245863491
1236	6402	2.63178266876236
1293	6678	2.6312836111919
9055	9232	2.63065741554349
11065	9232	2.63060483733823
3479	3908	2.63028381896666
51203	9133	2.63009134503319
26986	5042	2.62935939252513
1009	83468	2.62893296424443
51203	6241	2.62786239230049
79867	8434	2.62774550906532
4494	4502	2.62772085038317
3932	6352	2.62769559749329
1277	1291	2.6273782948795
1278	1291	2.62605727918037
4599	4939	2.62587201314225
4085	9133	2.62575842767827
3017	8345	2.62556610024512
25878	30008	2.62556011234102
1009	1289	2.62535730818298
1290	1513	2.62521735891999
6241	9055	2.6248898378401
6373	6772	2.62480644714285
2532	4222	2.62427594413891
3161	9232	2.62422489701841
1009	7058	2.6240295441956
10418	4313	2.62383855680958
4313	6678	2.6237874937973
10418	83716	2.62290342347202
1293	2200	2.62206467783211
11065	983	2.62190514757644
5143	55142	2.62169647577556
29127	3832	2.62168835769347
219654	3908	2.62150384785805
55165	983	2.62081248656287
3437	91543	2.62038595182581
22974	259266	2.61925836458903
22974	983	2.6191152397835
22974	51203	2.61889426255526
9404	963	2.618773151611
9232	991	2.61790567455796
3437	4938	2.61741818008794
10186	7373	2.61663097136795
2200	83468	2.61637978118056
4751	55872	2.61621507858081
11004	9232	2.61578797116571
3627	6772	2.61568579867111
22974	890	2.6155607557135
29127	983	2.61541567488503
6935	8404	2.61475572463735
1291	2200	2.61463036144364
5950	63924	2.6146138606326
22974	9055	2.61393843987533
55165	6241	2.61387542222455
11065	9055	2.61318974809269
4239	7373	2.61113869474171
890	9133	2.610661047552
29127	4085	2.61050969203157
285231	5228	2.61036593192066
7031	7033	2.61013392442332
1009	2191	2.60869022923113
1009	10418	2.60828157680191
9232	9787	2.60770539001226
1290	165	2.60745955825952
4210	4983	2.60715311935737
11004	11065	2.60696504887404
2167	4023	2.60644699772677
3017	85236	2.60595376549702
4023	5346	2.60578674932955
10631	1277	2.60401441010186
1236	962	2.60400405679336
10418	25878	2.60376579322753
22974	332	2.60361503189004
1513	2191	2.60350168251213
332	6790	2.60276661099061
10418	5654	2.60252525857666
4493	4496	2.60213374236057
3689	7805	2.60172011859789
170960	79939	2.60151034976593
1513	1634	2.60084294923562
1290	633	2.60070626668019
51203	9232	2.60061264177751
3437	9636	2.59953772872852
6402	962	2.59877970676313
2200	4016	2.59746827429444
1462	165	2.59727719684294
22974	2305	2.59708891940472
9055	983	2.59609803079399
4085	9055	2.59582673751387
22974	29127	2.59469641602437
1634	83716	2.5944604090949
3003	915	2.59432246586464
1289	1293	2.5938777701854
22974	9833	2.59356773295115
1281	4313	2.59345526294512
1043	914	2.5934292935813
4313	7058	2.59316775456629
131578	79953	2.59221908801906
10418	1289	2.59208126682567
1278	4060	2.5918885673947
1289	1809	2.5909342973283
2819	5950	2.59043150176286
131578	1462	2.59041722280701
1958	2353	2.59024422657612
1307	219654	2.59017804156761
3908	8404	2.5898957924302
1009	131578	2.58896753442555
3832	983	2.58797148839808
22974	6790	2.58794304713503
9055	9787	2.58779115871037
2200	5176	2.58738731078465
1513	83468	2.58640215303293
2200	22795	2.58637925969599
55142	81856	2.58628255365032
1289	4016	2.58619230123337
1281	1291	2.58611911673401
1290	51339	2.58550067803814
10186	3479	2.58485093817994
